startup_name,startup_name_norm,industry_vertical,sub_vertical,city,city_norm,investor_name,investor_list,investor_count,investment_type,investment_stage_norm,amount_raw,amount_usd,amount_log1p,amount_bucket,is_undisclosed_amount,date_raw,date_parsed,year,month,year_month,remarks,founding_date,founding_date_parsed,founding_age_years,_is_probable_dup,amount_outlier_iqr,amount_outlier_logz
Turtlemint,turtlemint,InsureTech,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,Mumbai,Mumbai,Jungle Ventures,"[""Jungle Ventures""]",1,Series D,series d,"$45,000,000",45000000.0,17.622173069956816,10M-100M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,True,False
Captain Fresh,captain fresh,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,Bangalore,Bangalore,Matrix Partners India; Ankur Capital,"[""Matrix Partners India"", ""Ankur Capital""]",2,Seed,seed,"$3,000,000",3000000.0,14.914123179965662,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Northern Arc,northern arc,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Chennai,Chennai,U.S. International Development Finance Corp; Asian Development Bank,"[""U.S. International Development Finance Corp"", ""Asian Development Bank""]",2,Debt,debt,"$10,000,000",10000000.0,16.118095750958314,10M-100M,False,2008-01-01,2008-01-01,2008,1,2008-01,,,,,True,False,False
Qoohoo,qoohoo,Social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,Bangalore,Bangalore,Angel investors,"[""Angel investors""]",1,Seed,seed,"$800,000",800000.0,13.592368256649284,50k-1M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
IGL,igl,Gaming,Indian Gaming League is the premier eSports platform in India.,Mumbai,Mumbai,Hungama; Hindustan Talkies,"[""Hungama"", ""Hindustan Talkies""]",2,,undisclosed,"$500,000",500000.0,13.122365377402328,50k-1M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,False,False,False
AMPM,ampm,E-commerce,24*7 convenience store,Gurugram,Gurugram,Agility Venture Partners,"[""Agility Venture Partners""]",1,,undisclosed,"$200,000",200000.0,12.206077645517674,50k-1M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
The ePlane,the eplane,Drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",Chennai,Chennai,Speciale Invest; Farid Ahsan,"[""Speciale Invest"", ""Farid Ahsan""]",2,Seed,seed,"$1,000,000",1000000.0,13.815511557963774,1M-10M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,True,False,False
Cashify,cashify,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,Gurugram,Gurugram,Bessemer Venture Partners; CDH Investments,"[""Bessemer Venture Partners"", ""CDH Investments""]",2,,undisclosed,"$15,000,000",15000000.0,16.52356082573315,10M-100M,False,2009-01-01,2009-01-01,2009,1,2009-01,,,,,False,False,False
Bijnis,bijnis,B2B service,Digitizing the Factories of the Unorganised Industries.,New Delhi,New Delhi,Sequoia Capital India; Matrix Partners India,"[""Sequoia Capital India"", ""Matrix Partners India""]",2,,undisclosed,,,,Undisclosed,True,2014-01-01,2014-01-01,2014,1,2014-01,,,,,False,False,False
Questt,questt,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,Gurugram,Gurugram,Chiratae Ventures; AET Fund,"[""Chiratae Ventures"", ""AET Fund""]",2,Seed,seed,"$1,000,000",1000000.0,13.815511557963774,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
DealShare,dealshare,E-commerce,DealShare is a Social Commerce Startup,Jaipur,Jaipur,Omidyar Network; Falcon Edge Capital,"[""Omidyar Network"", ""Falcon Edge Capital""]",2,Debt,debt,"$3,000,000",3000000.0,14.914123179965662,1M-10M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Euler Motors,euler motors,Automotive,Electric Light Commercial Vehicle,New Delhi,New Delhi,Jetty Ventures; Srinivas Anumolu,"[""Jetty Ventures"", ""Srinivas Anumolu""]",2,Series A,series a,"$4,000,000",4000000.0,15.201805169084134,1M-10M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Blume Ventures,blume ventures,FinTech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,Mumbai,Mumbai,Avendus,"[""Avendus""]",1,,undisclosed,"$40,000,000",40000000.0,17.50439003707821,10M-100M,False,2011-01-01,2011-01-01,2011,1,2011-01,,,,,False,True,False
KoineArth,koinearth,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Bangalore,Bangalore,YourNest,"[""YourNest""]",1,Pre-series A,series a,"$1,800,000",1800000.0,14.403297778421795,1M-10M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
ImaginXP,imaginxp,EdTech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,Pune,Pune,Venture Catalysts,"[""Venture Catalysts""]",1,,undisclosed,"$1,500,000",1500000.0,14.220976332738882,1M-10M,False,2013-01-01,2013-01-01,2013,1,2013-01,,,,,False,False,False
Virohan,virohan,EdTech,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,Gurugram,Gurugram,National Skill Development Corporation; Rianta Capital,"[""National Skill Development Corporation"", ""Rianta Capital""]",2,,undisclosed,,,,Undisclosed,True,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Apna.co,apna co,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Bangalore,Bangalore,Sequoia Capital India; Rocketship.vc,"[""Sequoia Capital India"", ""Rocketship.vc""]",2,,undisclosed,"$12,500,000",12500000.0,16.341239282272525,10M-100M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
ideaForge,ideaforge,Drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,Mumbai,Mumbai,Infosys; Qualcomm Ventures,"[""Infosys"", ""Qualcomm Ventures""]",2,,undisclosed,"$2,000,000",2000000.0,14.508658238524095,1M-10M,False,2007-01-01,2007-01-01,2007,1,2007-01,,,,,False,False,False
Clairco,clairco,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Bangalore,Bangalore,Real Estate Accelerator Program (REAP); AngelList,"[""Real Estate Accelerator Program (REAP)"", ""AngelList""]",2,,undisclosed,"$500,000",500000.0,13.122365377402328,50k-1M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Northern Arc,northern arc,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Chennai,Chennai,Asian Development Bank; U.S. International Development Finance Corp,"[""Asian Development Bank"", ""U.S. International Development Finance Corp""]",2,Debt,debt,"$50,000,000",50000000.0,17.72753358339242,10M-100M,False,2008-01-01,2008-01-01,2008,1,2008-01,,,,,False,True,False
SP Robotic Works,sp robotic works,EdTech,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,Chennai,Chennai,Mount Judi India Growth Fund,"[""Mount Judi India Growth Fund""]",1,Series A,series a,$3000000,3000000.0,14.914123179965662,1M-10M,False,2012-01-01,2012-01-01,2012,1,2012-01,,,,,False,False,False
3SC,3sc,Logistics,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,Gurugram,Gurugram,GEF Capital’s South Asia Fund,"[""GEF Capital\u2019s South Asia Fund""]",1,Series B,series b,$15000000,15000000.0,16.52356082573315,10M-100M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Chai Waale,chai waale,Food & Beverages,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Chennai,Chennai,Sunil Sethia; Sunil Kumar Singhvi; Manish Mardia,"[""Sunil Sethia"", ""Sunil Kumar Singhvi"", ""Manish Mardia""]",3,,undisclosed,$600000,600000.0,13.304686600863562,50k-1M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Minimalist,minimalist,Cosmetics,Affordable skincare for all,Jaipur,Jaipur,Sequoia Capital,"[""Sequoia Capital""]",1,Series A,series a,$10000000,10000000.0,16.118095750958314,10M-100M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Biconomy,biconomy,Blockchain,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,New Delhi,New Delhi,Mechanism Capital; DACM,"[""Mechanism Capital"", ""DACM""]",2,,undisclosed,$9000000,9000000.0,16.012735246411598,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Fixcraft,fixcraft,Automotive,India's Most Trusted Automotive Repair Brand,Gurugram,Gurugram,,[],0,Pre-series A,series a,$1000000,1000000.0,13.815511557963774,1M-10M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Slice,slice,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Bangalore,Bangalore,Northern Arc Capital; Niyogin Fintech Limited; Credit Saison India; Vivriti Capital,"[""Northern Arc Capital"", ""Niyogin Fintech Limited"", ""Credit Saison India"", ""Vivriti Capital""]",4,,undisclosed,$10000000,10000000.0,16.118095750958314,10M-100M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,True,False,False
90+ My Tuition App,90 my tuition app,EdTech,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Bangalore,Bangalore,Pearl Investment LLC,"[""Pearl Investment LLC""]",1,Series A,series a,$5000000,5000000.0,15.424948670398354,1M-10M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,False,False
Wasabi,wasabi,Consulting,Help small businesses grow their sales via our customer interaction and growth platform.,Bangalore,Bangalore,021 Capital; Sparrow Capital,"[""021 Capital"", ""Sparrow Capital""]",2,Seed,seed,$1800000,1800000.0,14.403297778421795,1M-10M,False,2021-01-01,2021-01-01,2021,1,2021-01,,,,,False,False,False
Strata,strata,Real Estate,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,Bangalore,Bangalore,Kotak Investment Advisors Limited; Gruhas Proptech,"[""Kotak Investment Advisors Limited"", ""Gruhas Proptech""]",2,Series A,series a,$6000000,6000000.0,15.607270193858982,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Ourbetterplanet,ourbetterplanet,E-commerce,A curated online marketplace for all things sustainable!,Bangalore,Bangalore,VANS Group,"[""VANS Group""]",1,Seed,seed,$300000,300000.0,12.611541086966115,50k-1M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Murf.ai,murf ai,SaaS startup,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",Bangalore,Bangalore,Elevation Capital,"[""Elevation Capital""]",1,Seed,seed,$1500000,1500000.0,14.220976332738882,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
JetSynthesys,jetsynthesys,Media,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Pune,Pune,Sachin Tendulkar,"[""Sachin Tendulkar""]",1,,undisclosed,$2000000,2000000.0,14.508658238524095,1M-10M,False,2014-01-01,2014-01-01,2014,1,2014-01,,,,,False,False,False
MYFITNESS,myfitness,Fitness,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",Silvassa,Silvassa,9Unicorns,"[""9Unicorns""]",1,Seed,seed,$1000000,1000000.0,13.815511557963774,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
I am Love,i am love,Healthcare,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Mumbai,Mumbai,Xentel Investments,"[""Xentel Investments""]",1,Seed,seed,$4000000,4000000.0,15.201805169084134,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
MyGlamm,myglamm,D2C,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,Mumbai,Mumbai,Accel Partners,"[""Accel Partners""]",1,,undisclosed,$40000000,40000000.0,17.50439003707821,10M-100M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,True,False
Gumlet,gumlet,IT,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,Bangalore,Bangalore,Sequoia’s Surge,"[""Sequoia\u2019s Surge""]",1,,undisclosed,$1600000,1600000.0,14.285514812209815,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Eloelo,eloelo,Gaming,Creator-led Social Gaming & Live Streaming Platform,Bangalore,Bangalore,Waterbridge; Lumikai,"[""Waterbridge"", ""Lumikai""]",2,Pre-series A,series a,$2000000,2000000.0,14.508658238524095,1M-10M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,False,False
Edukemy,edukemy,EdTech,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",Noida,Noida,Auxano; Falcon5,"[""Auxano"", ""Falcon5""]",2,Pre-series A,series a,$2000000,2000000.0,14.508658238524095,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Zingbus,zingbus,Mobility,Zingbus is a renowned brand in the bus operating industry.,Gurugram,Gurugram,Infoedge ventures,"[""Infoedge ventures""]",1,Pre-series A,series a,$5000000,5000000.0,15.424948670398354,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,True,False,False
NewsReach,newsreach,Media,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,Ahmedabad,Ahmedabad,JITO Angel Network,"[""JITO Angel Network""]",1,Seed,seed,$300000,300000.0,12.611541086966115,50k-1M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Pencilton,pencilton,FinTech,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",Hyderabad,Hyderabad,Jupiter,"[""Jupiter""]",1,Pre-seed,seed,$330000,330000.0,12.706850963741102,50k-1M,False,2017-01-01,2017-01-01,2017,1,2017-01,,,,,False,False,False
Bandhoo,bandhoo,IT,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",Gurugram,Gurugram,Unitus Ventures,"[""Unitus Ventures""]",1,,undisclosed,$1000000,1000000.0,13.815511557963774,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
ixigo,ixigo,IT,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!",Gurugram,Gurugram,GIC; Infoedge,"[""GIC"", ""Infoedge""]",2,,undisclosed,$53000000,53000000.0,17.78580249038432,10M-100M,False,2007-01-01,2007-01-01,2007,1,2007-01,,,,,False,True,False
The Whole Truth,the whole truth,Food & Beverages,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Mumbai,Mumbai,Sequoia Capital,"[""Sequoia Capital""]",1,Series A,series a,$6000000,6000000.0,15.607270193858982,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Insane AI,insane ai,Fitness,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,Bangalore,Bangalore,pi Ventures,"[""pi Ventures""]",1,Seed,seed,$800000,800000.0,13.592368256649284,50k-1M,False,2021-01-01,2021-01-01,2021,1,2021-01,,,,,False,False,False
Learn4o Technology,learn4o technology,E-learning,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",Jaipur,Jaipur,IAN,"[""IAN""]",1,Seed,seed,,,,Undisclosed,True,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Droom,droom,Automobile,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Gurugram,Gurugram,,[],0,,undisclosed,$200000000,200000000.0,19.11382792951231,100M+,False,2014-01-01,2014-01-01,2014,1,2014-01,,,,,False,True,False
Skymet,skymet,Environmental Services,Provide services that allow clients to understand and organize themselves around changing environment.,Noida,Noida,Northern Arc; Caspian Impact Investments,"[""Northern Arc"", ""Caspian Impact Investments""]",2,,undisclosed,$1000000,1000000.0,13.815511557963774,1M-10M,False,2003-01-01,2003-01-01,2003,1,2003-01,,,,,False,False,False
Go Swift,go swift,Consumer Services,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,Bangalore,Bangalore,Kalaari Capital,"[""Kalaari Capital""]",1,Pre-series A,series a,$2000000,2000000.0,14.508658238524095,1M-10M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Mamaearth,mamaearth,Healthcare,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,Gurugram,Gurugram,Sofina Ventures SA,"[""Sofina Ventures SA""]",1,,undisclosed,$50000000,50000000.0,17.72753358339242,10M-100M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,False,True,False
G.O.A.T,g o a t,D2C,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,Bangalore,Bangalore,Tiger Global; Flipkart Ventures,"[""Tiger Global"", ""Flipkart Ventures""]",2,Series A,series a,$36000000,36000000.0,17.399029524198163,10M-100M,False,2021-01-01,2021-01-01,2021,1,2021-01,,,,,False,True,False
Keeros,keeros,Food & Beverages,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",Lucknow,Lucknow,Venture Catalysts,"[""Venture Catalysts""]",1,Pre-series A,series a,,,,Undisclosed,True,2017-01-01,2017-01-01,2017,1,2017-01,,,,,False,False,False
ReDesyn,redesyn,Merchandise,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",Mumbai,Mumbai,Anthill Ventures,"[""Anthill Ventures""]",1,Pre-series A,series a,$300000,300000.0,12.611541086966115,50k-1M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,False,False,False
Inspacco,inspacco,Facilities Services,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",Pune,Pune,,[],0,,undisclosed,$200000,200000.0,12.206077645517674,50k-1M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Knorish,knorish,EdTech,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities",Gurugram,Gurugram,Inflection Point Ventures; Rockstud Capital; Pentathlon Ventures; Prophetic Ventures syndicate,"[""Inflection Point Ventures"", ""Rockstud Capital"", ""Pentathlon Ventures"", ""Prophetic Ventures syndicate""]",4,Pre-series A,series a,$1000000,1000000.0,13.815511557963774,1M-10M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,False,False,False
Dozee,dozee,Healthcare,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",Bangalore,Bangalore,Prime VP,"[""Prime VP""]",1,Series A,series a,$5000000,5000000.0,15.424948670398354,1M-10M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,False,False
BlackBuck,blackbuck,Logistics & Supply Chain,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,Bangalore,Bangalore,Tribe Capital; IFC Emerging Asia Fund; VEF,"[""Tribe Capital"", ""IFC Emerging Asia Fund"", ""VEF""]",3,Series E,series e,$67000000,67000000.0,18.020203192280615,10M-100M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,True,False
Mailmodo,mailmodo,Marketing & Advertising,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,Bangalore,Bangalore,Sequoia’s Surge; Y Combinator,"[""Sequoia\u2019s Surge"", ""Y Combinator""]",2,Seed,seed,$2000000,2000000.0,14.508658238524095,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
SuperBeings,superbeings,Computer software,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",Bangalore,Bangalore,Endiya Partners,"[""Endiya Partners""]",1,Seed,seed,,,,Undisclosed,True,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
NirogStreet,nirogstreet,Healthcare,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,New Delhi,New Delhi,Gokul Rajaram; Pureland Venture; Wavemaker Partners,"[""Gokul Rajaram"", ""Pureland Venture"", ""Wavemaker Partners""]",3,Series A,series a,$2500000,2500000.0,14.731801689838349,1M-10M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Hyreo,hyreo,Human Resources,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,Thiruvananthapuram,Thiruvananthapuram,Callapina Capital,"[""Callapina Capital""]",1,Pre-series A,series a,,,,Undisclosed,True,2016-01-01,2016-01-01,2016,1,2016-01,,,,,False,False,False
GODI Energy,godi energy,Automotive,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Hyderabad,Hyderabad,Blue Ashva Capital,"[""Blue Ashva Capital""]",1,,undisclosed,,,,Undisclosed,True,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Even,even,Healthcare,One monthly subscription to cover all your healthcare needs.,Bangalore,Bangalore,Khosla Ventures,"[""Khosla Ventures""]",1,Seed,seed,$5000000,5000000.0,15.424948670398354,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Captain Fresh,captain fresh,Logistics,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Bangalore,Bangalore,Accel Partners; Matrix India,"[""Accel Partners"", ""Matrix India""]",2,Series A,series a,$12000000,12000000.0,16.300417291085605,10M-100M,False,2019-01-01,2019-01-01,2019,1,2019-01,,,,,False,False,False
Otipy,otipy,Food & Beverages,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Gurugram,Gurugram,Omidyar Network India; Innoven Capital,"[""Omidyar Network India"", ""Innoven Capital""]",2,Series A,series a,$10200000,10200000.0,16.13789837629371,10M-100M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Lenskart,lenskart,Eyewear,India's fastest growing eyewear company and largest eyewear company online.,Faridabad,Faridabad,Temasek; Falcon Edge,"[""Temasek"", ""Falcon Edge""]",2,,undisclosed,$220000000,220000000.0,19.20913810886209,100M+,False,2008-01-01,2008-01-01,2008,1,2008-01,,,,,False,True,False
Eka.care,eka care,Healthcare,A digitally enabled and connected healthcare ecosystem for better health outcomes.,Bangalore,Bangalore,Deep Kalra; Ashish Kashyap; Rajesh Magow,"[""Deep Kalra"", ""Ashish Kashyap"", ""Rajesh Magow""]",3,,undisclosed,$4500000,4500000.0,15.319588176962746,1M-10M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Braingroom,braingroom,EdTech,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.",Chennai,Chennai,IAN; Social Alpha; Startup Oasis,"[""IAN"", ""Social Alpha"", ""Startup Oasis""]",3,,undisclosed,$200000,200000.0,12.206077645517674,50k-1M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,False,False
Edvizo,edvizo,Consumer Services,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Bangalore,Bangalore,Inflection Point Ventures,"[""Inflection Point Ventures""]",1,Pre-series A,series a,$1000000,1000000.0,13.815511557963774,1M-10M,False,2017-01-01,2017-01-01,2017,1,2017-01,,,,,False,False,False
Credenc,credenc,FinTech,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,New Delhi,New Delhi,Capital India,"[""Capital India""]",1,,undisclosed,$25000000,25000000.0,17.034386422832473,10M-100M,False,2017-01-01,2017-01-01,2017,1,2017-01,,,,,False,True,False
GlobalBees,globalbees,D2C Business,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,New Delhi,New Delhi,FirstCry; Lightspeed Venture Partners,"[""FirstCry"", ""Lightspeed Venture Partners""]",2,Series A,series a,$150000000,150000000.0,18.826145858727198,100M+,False,2021-01-01,2021-01-01,2021,1,2021-01,,,,,False,True,False
Spinny,spinny,Automotive,Spinny is a new age used car end-to-end platform in India.,Gurugram,Gurugram,Tiger Global,"[""Tiger Global""]",1,Series D,series d,$108000000,108000000.0,18.497641794347754,100M+,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,True,False
Mynvax,mynvax,Biotechnology,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,Bangalore,Bangalore,Accel; LetsVenture; 1Crowd,"[""Accel"", ""LetsVenture"", ""1Crowd""]",3,Series A,series a,$4000000,4000000.0,15.201805169084134,1M-10M,False,2017-01-01,2017-01-01,2017,1,2017-01,,,,,False,False,False
RiseBird,risebird,Human Resources,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Pune,Pune,SAB Holdings,"[""SAB Holdings""]",1,,undisclosed,$500000,500000.0,13.122365377402328,50k-1M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
Uvi Health,uvi health,Healthcare,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Bangalore,Bangalore,Titan Capital,"[""Titan Capital""]",1,Pre-seed,seed,$330000,330000.0,12.706850963741102,50k-1M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Vegrow,vegrow,Farming,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,Bangalore,Bangalore,Lightspeed Venture Partners; Elevation Capital,"[""Lightspeed Venture Partners"", ""Elevation Capital""]",2,,undisclosed,$13000000,13000000.0,16.380459992348886,10M-100M,False,2020-01-01,2020-01-01,2020,1,2020-01,,,,,False,False,False
Automovill,automovill,Automotive,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.",Bangalore,Bangalore,Mumbai Angels Network,"[""Mumbai Angels Network""]",1,,undisclosed,$500000,500000.0,13.122365377402328,50k-1M,False,2015-01-01,2015-01-01,2015,1,2015-01,,,,,False,False,False
NFTically,nftically,NFT Marketplace,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Gurugram,Gurugram,Jayanti Kanani,"[""Jayanti Kanani""]",1,Seed,seed,,,,Undisclosed,True,2021-01-01,2021-01-01,2021,1,2021-01,,,,,False,False,False
HealthifyMe,healthifyme,Healthcare,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,Bangalore,Bangalore,LeapFrog; Khosla Ventures,"[""LeapFrog"", ""Khosla Ventures""]",2,Series C,series c,$75000000,75000000.0,18.132998684833918,10M-100M,False,2012-01-01,2012-01-01,2012,1,2012-01,,,,,False,True,False
GalaxyCard,galaxycard,FinTech,GalaxyCard is a mobile based Instant Credit Card.,Gurugram,Gurugram,JITO Angel Network,"[""JITO Angel Network""]",1,,undisclosed,$450000,450000.0,13.017005083966255,50k-1M,False,2017-01-01,2017-01-01,2017,1,2017-01,,,,,True,False,False
Bella Vita Organic,bella vita organic,Healthcare,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Gurugram,Gurugram,Ananta Capital,"[""Ananta Capital""]",1,,undisclosed,$10000000,10000000.0,16.118095750958314,10M-100M,False,2018-01-01,2018-01-01,2018,1,2018-01,,,,,False,False,False
SmartCoin,smartcoin,FinTech,India's Most Preferred Instant Loan App,Bangalore,Bangalore,Northern Arc; Vivriti Capital,"[""Northern Arc"", ""Vivriti Capital""]",2,,undisclosed,$10000000,10000000.0,16.118095750958314,10M-100M,False,2016-01-01,2016-01-01,2016,1,2016-01,,,,,False,False,False
